IBU,alcohol,country,detail,image,importer,name_en,name_ko,producers_en,producers_ko,style_en,style_ko
-,4도,벨기에,"람빅에 복숭아 생과일을 아낌없이 넣은 과일 람빅이다. 복숭아의 풍부한 향미가 매력적인 맥주이다.  
병 250㎖  9,900원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500174.jpg?355546,준트레이딩 인터내셔널,Peche Lambicus,피치 람빅,Timmermans Brewery,팀머만스 브루어리,Lambic,람빅
-,4도,벨기에,"람빅에 산딸기 생과일을 아낌없이 넣은 과일 람빅이다. 산딸기의 풍부한 향미가 매력적인 맥주이다.  
병 250㎖  9,900원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500175.jpg?452404,준트레이딩 인터내셔널,Framboise Lambicus,프람부아즈 람빅,Timmermans Brewery,팀머만스 브루어리,Lambic,람빅
-,5도,벨기에,"새콤달콤한 와인 맥주의 느낌을 가지고 있으며 브뤼헤와 역사를 같이한 에일 맥주이다  
병 750㎖  30,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500176.jpg?423993,준트레이딩 인터내셔널,Bourgogne des Flandres,부르고뉴 디 플랜더스,Bourgogne des Flandres,부르고뉴 디 플랜더스,Flanders Brown Ale,플랜더스 브라운 에일
-,6.5도,벨기에,"작은 부엉이라는 뜻의 부엉이 맥주로 특별한 세가지 허브가 사용된 친환경 웰빙 에일 맥주이다.  
병 330㎖  10,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500177.jpg?393410,준트레이딩 인터내셔널,Steenuilke,스티뉴이크,Brouwerij De Ryck,브루어리 데 릭,Belgian Blonde,벨지안 블론드
-,7도,벨기에,"최고급 샴페인의 발효 공법으로 만들어진 에일 맥주이다. 화사한 향기가 으뜸이고, 뛰어난 밸런스를 가진다.  
병 750㎖  26,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500179.jpg?514775,준트레이딩 인터내셔널,Curtius,커티우스,Brasserie C,브라세리 씨,Belgian Blonde,벨지안 블론드
-,6.7도,미국,"미국 서부 스타일의 IPA로 자몽류의 과일향과 끝의 씁쓸한 맛이 일품이다.  
캔 355㎖  10,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500180.jpg?550312,준트레이딩 인터내셔널,BooKoo IPA,부쿠 아이피에이,Mother Earth Brew Company,마더 어스 브루 컴퍼니,India Pale Ale(IPA),인디아 페일 에일
-,5도,미국,"바닐라의 달콤한 향미와 콘스프의 고소한 맛, 부드러운 질감까지 가진 팔방 미인 크림 에일 맥주이다.  
캔 355㎖  9,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500181.jpg?586535,준트레이딩 인터내셔널,Cali Creamin',캘리 크리밍,Mother Earth Brew Company,마더 어스 브루 컴퍼니,Cream Ale,크림 에일
-,5.3도,미국,"땅콩버터와 헤이즐넛, 쵸콜렛, 커피 등의 달콤하고 고소한 맛이 일품이며 마치 우유를 마시는 듯한 부드러운 질감이 매력적인 흑맥주이다.  
병 355㎖  11,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500182.jpg?715922,준트레이딩 인터내셔널,Peanutbutter Milk Stout,피넛버터 밀크 스타우트,Belching Beaver Brewery,벨칭 비버 브루어리,Sweet Stout,스위트 스타우트
-,7.3도,미국,"홉이 많이 사용되어 뿌연 외관을 가지는 IPA로 자몽과 패션후르츠 같은 과일 향이 굉장히 진한 에일 맥주이다.  
병 355㎖  11,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500184.jpg?677537,준트레이딩 인터내셔널,Hop Highway,홉 하이웨이,Belching Beaver Brewery,벨칭 비버 브루어리,India Pale Ale(IPA),인디아 페일 에일
-,5.5도,미국,"야생화의 천연 꿀이 함유된 청량한 맥주로 꿀의 달콤함 보다는 보리의 고소함과 청량함이 매력적인 에일 맥주이다  
병 355㎖  9,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500186.jpg?945195,준트레이딩 인터내셔널,Me So Honey,미 쏘 허니,Belching Beaver Brewery,벨칭 비버 브루어리,Blonde Ale,블론드 에일
-,4.8도,미국,"깔끔하고 상쾌한 느낌의 웰메이드 블론드 에일로 가볍고 청량하게 마시기에 좋은 에일 맥주이다.  
캔 355㎖  9,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500187.jpg?024104,준트레이딩 인터내셔널,Born Blonde,본 블론드,Mother Earth Brew Company,마더 어스 브루 컴퍼니,Blonde Ale,블론드 에일
-,7.5도,미국,"홉의 캐릭터에 집중하여 만들어진 IPA로 독특하게 차 잎(Tea leaf)의 느낌 또한 가진 제품이다.  
캔 355㎖  11,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500188.jpg?054774,준트레이딩 인터내셔널,Say When India Pale Ale,세이 웬 인디아 페일 에일,Mother Earth Brew Company,마더 어스 브루 컴퍼니,India Pale Ale(IPA),인디아 페일 에일
-,8.1도,미국,"땅콩버터가 함유된 임페리얼 스타우트로 땅콩버터, 커피, 초콜릿 등의 진한 풍미가 매력적인 흑맥주이다  
캔 355㎖  10,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500189.jpg?082210,준트레이딩 인터내셔널,SinTax,신택스,Mother Earth Brew Company,마더 어스 브루 컴퍼니,Imperial Stout,임페리얼 스타우트
-,5.3도,미국,"초콜릿, 커피의 향미를 가진 흑맥주로 질소로 충전하여 특히 부드러운 질감이 매력적이다  
병 355㎖  10,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500190.jpg?109628,준트레이딩 인터내셔널,Beaver's Milk Stout Nitro,비버스 밀크 스타우트 니트로,Belching Beaver Brewery,벨칭 비버 브루어리,Sweet Stout,스위트 스타우트
-,6.6도,미국,"하와이 해변에 있는 듯한 느낌을 받게 하는 유니크한 IPA로 파인애플과 코코넛의 향미와 같은 자연의 풍미를 느낄 수 있다.  
병 355㎖  10,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500191.jpg?137748,준트레이딩 인터내셔널,Coconut Pinapple IPA,코코넛 파인애플 아이피에이,Belching Beaver Brewery,벨칭 비버 브루어리,India Pale Ale(IPA),인디아 페일 에일
-,9.2도,미국,"버지니아 지역 농장에서 생산한 라즈베리를 사용하여 양조되며 다크 쵸콜렛과 라즈베리 잼과 같은 맛을 느낄 수 있다.  
병 750㎖  35,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500198.jpg?260588,준트레이딩 인터내셔널,Raspberry Stout,라즈베리 스타우트,Hardywood Park Craft Brewery,하디우드 파크 크래프트 브루어리,Imperial Stout,임페리얼 스타우트
-,6.2도,미국,"전통적 벨기에 스타일의 맥주를 재해석하여 만들어진 제품으로서 벨기에 맥주가 가진 복잡하고 깊은 매력은 유지하되 일반인들의 접근이 용이하도록 재해석 된 에일 맥주이다.  
병 355㎖  9,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500195.jpg?188152,준트레이딩 인터내셔널,"Hardywood, Singel","하디우드, 싱겔",Hardywood Park Craft Brewery,하디우드 파크 크래프트 브루어리,Blonde Ale,블론드 에일
-,9.2도,미국,"버지니아 농장의 생강과 야생화의 꿀로 만들어진 임페리얼 밀크 스타우트이다. 고소한 쿠키, 씁쓸한 커피, 달콤한 생강의 맛으로 대표되며, 진저브레드쿠키를 마시는 것과 같은 맛이 난다.  
병 750㎖  40,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500197.jpg?227229,준트레이딩 인터내셔널,Gingerbread stout,진저브레드 스타우트,Hardywood Park Craft Brewery,하디우드 파크 크래프트 브루어리,Imperial Stout,임페리얼 스타우트
-,8.5도,미국,"버지니아산 호박이 사용되었으며, 보리, 밀, 호밀 등의 곡물 캐릭터와 클래식한 세종 효모의 만남이다. 이에 호박, 계피, 생강, 육두구, 정향 등이 첨가되어 화려하면서도 다양한 부재료의 매력을 느낄 수 있다.  
병 750㎖  35,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500200.jpg?328166,준트레이딩 인터내셔널,Farmhouse Pumpkin,팜하우스 펌킨,Hardywood Park Craft Brewery,하디우드 파크 크래프트 브루어리,Farmhouse Ale,팜하우스 에일
-,5.5도,일본,"밝은 황금색과 풍부한 거품이 특징인 무여과 밀맥주로 바나나와 정향, 과일 향이 혀끝에서 느껴지는 부드러우면서도 깊이 있는 맛과 목 넘김이 좋다. 밀맥주 특유의 기분 좋은 청량감도 장점이다.  
병 333㎖  8,500 ~ 9,500원  아이비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500205.jpg?395153,아이비어,Coedo Shiro,코에도 시로,Coedo Brewery,코에도 브루어리,Wheat Beer,위트 비어
-,5.5도,일본,"빨간빛이 감도는 짙은 황갈색의 라거 비어이다. 고운 거품 속에 감추어진 맥아 100%의 농후한 몰트 맛, 밀감 향, 홉의 아로마가 매혹적이고 건실한 바디감을 지닌 맥주이다. 거품 속에 숨겨진 부드럽고 풍부한 맥주 맛을 가진 제품이다.  
병 333㎖  8,500 ~ 9,500원  아이비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500206.jpg?433331,아이비어,Coedo Kyara,코에도 카라,Coedo Brewery,코에도 브루어리,India Pale Lager,인디아 페일 라거
-,12도,미국,"정통 벨기에 스타일의 맥주이며, 오래된 버지니아 버번 배럴을 사용한다. 아몬드, 바닐라 등의 향미와 버번 배럴의 캐릭터가 느껴지는 묵직한 흑맥주이다.  
병 750㎖  45,000원  준트레이딩 인터내셔널
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500203.jpg?506443,준트레이딩 인터내셔널,Bourbon Cru,버번 크루,Hardywood Park Craft Brewery,하디우드 파크 크래프트 브루어리,Quadrupel,쿼드루펠
-,5.5도,일본,"깔끔한 황금색 컬러와 양질의 곱고 부드러운 거품이 일품인 필스너 타입의 맥주이다. 입 속에서 느껴지는 신선하고 크리스피한 맛과 홉의 쓴맛과 깊은 향의 밸런스가 특징인 맥주이다.  
병 333㎖  8,500 ~ 9,500원  아이비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500208.jpg?532696,아이비어,Coedo Ruri,코에도 루리,Coedo Brewery,코에도 브루어리,Pilsner,필스너
-,5.5도,일본,"진한 검정색의 색감과 곱고 연한 갈색 거품의 콘트라스트가 돋보이는 독일 뮌헨 스타일의 다크비어로 블랙 몰트, 초콜릿 몰트 외 6종류의 몰트를 배합한 맥주이다. 장기 숙성을 거쳐 맛이 부드럽고 마시기 편하고 향기로운 커피와 초콜릿 향이 매력적이다.  
병 333㎖  7,000 ~ 8,000원  아이비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500209.jpg?563513,아이비어,Coedo Shikkoku,코에도 시코쿠,Coedo Brewery,코에도 브루어리,Black Lager,블랙 라거
-,7도,일본,"일본 프리미엄 라거 맥주이다. 붉은 색 톤의 컬러는 달콤한 향미를 상징하고 있으며 오리지널 아이디어는 일본 맥주 메이커와 지역에서 생산되는 고구마에서 우연히 탄생하였다. 알코올 도수가 약간 높고 긴 숙성과정을 거쳐 만들어진 깊고 풍부한 맛의 맥주로 세계 최초의 고구마를 사용한 제품이다.  
병 333㎖  7,000 ~ 8,000원  아이비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500207.jpg?476651,아이비어,Coedo Beniaka,코에도 베니아카,Coedo Brewery,코에도 브루어리,Imperial Sweet Potato Amber,임페리얼 스위트 포테토 앰버
15,3.2도,벨기에,"선명한 체리의 컬러와 풍미를 진하게 느낄 수 있는 체리람빅맥주로, 새콤 달콤한 첫맛과 쌉쌀한 끝맛을 느낄 수 있다. 기분전환이나 사교모임에 제격이다.  
병 250㎖  4,900원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500212.jpg?636548,세인트루이스크릭 코리아,St.Louis Premium Kriek,세인트루이스 프리미엄 크릭,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Lambic,람빅
11,2.6도,벨기에,"짙은 골든 컬러의 복숭아 맥주로 진한 복숭아 향과 맛이 매력적인 복숭아 람빅 맥주이다.  
병 250㎖  4,900원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500213.jpg?664618,세인트루이스크릭 코리아,St.Louis Premium Peche,세인트루이스 프리미엄 뻬쉬,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Lambic,람빅
10,5도,벨기에,"정통 괴즈 람빅(Gueuze Lambic) 스타일로 빚어진 무필터링, 무가당 람빅 맥주이다. 골든컬러를 가지고 시큼한 맛, 풋사과향의 드라이한 맥주로, 산뜻하게 자리를 마무리하기에 좋은 맥주이다.  
병 375㎖  13,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500216.jpg?761542,세인트루이스크릭 코리아,Gueuze Fond Tradition,그즈 폰드 트러디션,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Gueuze,괴즈
20,11도,벨기에,"스위트 벨지언 쿼드러플 맥주로 스위트한 첫 맛으로 시작해서 입 안을 가득 채우는 풀 바디감, 카라멜의 터치를 간직한 몰티한 흑맥주이다.  
병 330㎖  8,000 ~ 9,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500217.jpg?730982,세인트루이스크릭 코리아,Kasteel Donker,카스틸 동커,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Quadruple Dark Ale,쿼드루펠 다크 에일
11,2.8도,벨기에,"진한 라즈베리의 아로마와 색상이 매혹적인 라즈베리 람빅 맥주이다.  
병 250㎖  4,900원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500214.jpg?826879,세인트루이스크릭 코리아,St.Louis Premium Framboise,세인트루이스 프리미엄 프람보아즈,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Lambic,람빅
18,4.5도,벨기에,"람빅 초보자를 위한 매우 마시기 편한 그즈(괴즈) 람빅 맥주로, 스파클링 와인같이 산뜻한 산미가 돋보이는 맥주로 식전주로 이상적이다.  
병 250㎖  4,900원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500215.jpg?792186,세인트루이스크릭 코리아,St.Louis Premium Gueuze,세인트루이스 프리미엄 괴즈,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Gueuze,괴즈
10,8도,벨기에,"카스틸 동커와 체리 리큐르의 매력적인 블렌딩으로 탄생한 체리 흑맥주로 체리의 상큼함과 달콤함 그리고 동커의 깊고 짙은 몰티함의 조화가 인상적이다.  
병 330㎖  8,000 ~ 9,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500219.jpg?864401,세인트루이스크릭 코리아,Kasteel Rouge,카스틸 루지,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Dark Ale,다크 에일
30,11도,벨기에,"벨지언 스트롱 에일인 카스틸 트리펠은 묵직함이 느껴지면서도 꽃향기의 힌트가  부드럽게 느껴지는 진한 골든빛의 맥주이다.  
병 330㎖  8,000 ~ 9,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500222.jpg?044373,세인트루이스크릭 코리아,Kasteel Tripel,카스틸 트리펠,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Belgian Strong Ale,벨지안 스트롱 에일
20,7도,벨기에,"정통 벨지언 에일맥주로 음식과 같이 마시면 더욱 맛있는 밝은 황금빛의 미식용 맥주이다.  
병 330㎖  8,200원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500224.jpg?456245,세인트루이스크릭 코리아,Kasteel Blond,카스틸 블론드 ,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Belgian Blonde,벨지안 블론드
40,6.5도,벨기에,"카스틸 시리즈 중 가장 쌉쌀한 페일에일인 카스틸 호피는 밝은 황금빛의 벨지언 홉의 쌉쌀함이 잘 어울려 음식과 같이 마시면 더욱 맛있는 미식용 맥주이다.  
병 330㎖  8,500 ~ 9,500원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500225.jpg?485440,세인트루이스크릭 코리아,Kasteel Hoppy,카스틸 호피,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Pale Ale,페일 에일
20,11도,벨기에,"""""맥주세계와 커피세계의 완벽한 만남""""인 바리스타는 커피향과 초콜릿향이 매력적인 다크에일로 디저트처럼 마시기 좋은 아늑함을 선사하는 흑맥주이다.  
병 330㎖  9,000 ~ 10,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500227.jpg?518831,세인트루이스크릭 코리아,Barista Chocolate Quad,바리스타 초콜릿 쿼드,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Quadruple Dark Ale,쿼드루펠 다크 에일
20,11도,벨기에,"성(Chateau)에서 주조하는 최고의 (cuvee) 맥주라는 뜻을 담고 있는 꾸베 드 샤또는 카스틸 동커를 오랜기간동안 숙성시켜 완성된다. Caramelized malt의 첫맛과 쌉쌀함으로 마무리되는 다크 에일로 고급 음식과 같이 마시면 더욱 맛있는 진정한 미식용 맥주이다.  
병 330㎖  9,000 ~ 10,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500229.jpg?552787,세인트루이스크릭 코리아,Cuvee du Chateau,꾸베 드 샤또,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Quadruple Dark Ale,쿼드루펠 다크 에일
20,12도,벨기에,"세계 최초로 프렌치 꼬냑 배럴에서 숙성시킨 트리펠 맥주로, 꼬냑의 향과 맛이 은은하게 배어나와 새로운 차원의 맥주를 완성한다. 매년 한정된 양만 주조되는 황금빛의 트리냑은 특별한 날을 위한 특별한 맥주이다.  
병 750㎖  120,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500231.jpg?588406,세인트루이스크릭 코리아,Trignac,트리냑 ,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Tripel,트리펠
22,9도,벨기에,"브리건은 19세기말 프랑스의 침공을 막아낸 벨기에 농부를 일컫는 말이며, 그 당시 즐겼을 맥주의 맛을 재현해낸 맥주이다. 진한 황금빛, 향기로운 아로마, 매우 강하게 느껴지는 벨지언 스트롱 에일맥주이다.  
병 750㎖  20,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500232.jpg?616095,세인트루이스크릭 코리아,Brigand,브리건 ,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Belgian Strong Ale,벨지안 스트롱 에일
15,5.8도,벨기에,"바커스 브라운에 체리가 더해져, 부드러운 거품과 향기로운 체리 아로마를 선사하며 기품있는 포장은 사교모임에도 적격이다.  
병 375㎖  9,000 ~ 10,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500234.jpg?897969,세인트루이스크릭 코리아,Bacchus Kriek,바커스 크릭,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Brown Ale,브라운 에일
12,5도,벨기에,"바커스 브라운을 모체로 주조되는 라즈베리 사우어에일 맥주로 부드러운 산미와 라즈베리 아로마 그리고 기품있는 포장은 사교모임에도 적격이다.  
병 375㎖  10,500원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500236.jpg?958226,세인트루이스크릭 코리아,Bacchus Framboise,바커스 프람보아즈,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Brown Ale,브라운 에일
10,4.5도,벨기에,"Flemish red-brown sour (플랜더스 지방의 레드-브라운 사우어) 에일 맥주로 투명한 적갈색의 산뜻한 산미를 지닌 맥주이다.  
병 375㎖  11,500원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500233.jpg?925510,세인트루이스크릭 코리아,Bacchus Brown,바커스 브라운,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Brown Ale,브라운 에일
30,6도,벨기에,"전통적인 벨기에 블론드를 크래프트 스타일로 재해석한, 신선한 아로마와 쌉쌀함, 그리고 풍부한 풍미를 선사하는 맛깔스러운 에일맥주이다.  
병 330㎖  6,000 ~ 7,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500237.jpg?985234,세인트루이스크릭 코리아,Paljas Blond,팔야스 블론드,Brewery Henricus,헨리커스,Belgian Blonde,벨지안 블론드
35,6도,벨기에,"자몽의 시트러시함이 매력적인 벨기에 IPA로 5가지의 홉과 드라이호핑 기법으로 향긋하고 맛있는 쌉쌀함을 구현하여 국제 맥주대회에서 여러 차례 수상한 경력이 있는 맥주이다.  
병 330㎖  6,000 ~ 7,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500241.jpg?049576,세인트루이스크릭 코리아,Paljas IPA,팔야스 아이피에이 ,Brewery Henricus,헨리커스,India Pale Ale(IPA),인디아 페일 에일
25,6도,벨기에,"풀바디감과 더불어 은은한 쌉쌀함과 초콜릿의 여운을 선사하며 수월하게 마실 수 있는 달지 않은 흑맥주이다.  
병 330㎖  6,000 ~ 7,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500239.jpg?022787,세인트루이스크릭 코리아,Paljas Bruin,팔야스 브라운,Brewery Henricus,헨리커스,Belgian Blonde,벨지안 블론드
10,6.5도,벨기에,"괴즈 폰드 트러디션에 체리를 넣어 숙성시킨 크릭 람빅맥주로 괴즈 폰드 트러디션보다 한단계 산미를 끌어올린 무가당의 산뜻한 체리 괴즈 람빅 이다.  
병 375㎖  12,000 ~ 13,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500245.jpg?093446,세인트루이스크릭 코리아,Fond Tradition Kriek Lambic,폰드 트러디션 크릭 람빅,Brouwerij Van Honsebrouck,반 혼스브룩 브루어리,Gueuze,괴즈
22,6도,벨기에,"드라이호핑 기법을 이용한 팔야스 세종은 밝은 황금빛과 과일향의 힌트가 부드러우면서도 드라이하여 갈증해소에 시원한 세종 스타일 맥주이다.  
병 330㎖  6,000 ~ 7,000원  세인트루이스크릭 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500243.jpg?166678,세인트루이스크릭 코리아,Paljas Saison,팔야스 세종,Brewery Henricus,헨리커스,Saison,세종
-,5.5도,벨기에,"체리류의 붉은 과일의 맛이 지배적이며, 적당한 새콤함으로 가볍게 마실 수 있는 사우어 맥주이다. 벨기에 서쪽 플란더스 지역에서 만들어져 플란더스 레드 에일로 불린다. 오크 배럴에 2년간 숙성한 맥주를 미숙성한 맥주와 블렌딩하여 달콤함을 더해준다. 만들기 까다로운 맥주라 벨기에에서도 소수의 양조장에서만 생산하고 있으며, 몽스카페 역시 1년에 한 두 차례만 만들어지는 특별한 맥주이다.  
병 330㎖  7,600원  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500247.jpg?482958,윈비어,Monk's cafe,몽스 카페,Van Steenberge,반 스틴베르그,Flanders Red Ale,플랜더스 레드 에일
-,11도,벨기에,"벨기에의 가장 아름다운 펍 드가르 De Garre의 하우스 맥주로 11도가 느껴지지 않는 뛰어난 음용성 때문에 펍 드가르에서는 한 사람당 3잔까지만 판매하는 재미있는 스토리가 있다. 헤드가 매우 풍부하고, 과일향과 스파이시한 정향, 바닐라향이 가득하며, 달콤한 몰티함과 약간의 쌉싸름함을 함께 가지고 있다. 보르도 와인 효모로 병 안에서 2차 발효를 하여  매우 부드럽다.  
병 750㎖  26,200원  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500250.jpg?440136,윈비어,De Garre,드 가르,Van Steenberge,반 스틴베르그,Tripel,트리펠
-,6도,벨기에,"1882년부터 전통방식으로 만들어 온 '벨지안 괴즈'로, 1년, 2년, 3년된 람빅을 블렌딩하여 만든다. 복숭아, 사과 같은 과일향이 풍부하며, 날카로운 산도로 청량감과 상쾌함을 높여준다.  
병 375㎖  17,000원  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500251.jpg?562441,윈비어,Oude Geuze Vieille,우드 괴즈 비에유,Oud Beersel,우드비어셀,Gueuze,괴즈
-,6도,벨기에,"1882년부터 전통방식으로 만들어 온 벨지안 크릭으로, 람빅에 체리(크릭)을 넣어 발효시킨 전통적인 벨기에 사우어 맥주이다. 체리의 새콤함이 맥주에 복합미를 부여하여, 달지 않으며, 펑키하고 새콤한 체리의 향이 매력적이다. 리터당 400g 넘게 체리를 사용한다. 설탕이나 인공감미료, 보존제를 전혀 넣지않고 100% 전통방식으로 만든다.  
병 375㎖  13,900원  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500253.jpg?615432,윈비어,Oude Kriek Vieille,우드 크릭 비에유,Oud Beersel,우드비어셀,Kriek,크릭
-,6.5도,벨기에,"135년전 1882년에 우드비어셀 양조장을 창업한 반데르발덴 씨에 대한 헌정맥주이다. 이탈리아 토스카니 지역의 브루넬로 디 몬탈치노 레드와인 배럴에서 숙성한 1년된 람빅과 우드비어셀 푸더에서 3년 숙성한 람빅을 블렌딩한 맥주이다.  
병 375㎖  -  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500257.jpg?663376,윈비어,Vandervelden 135 Oude Geuze Vieille,반데르벨덴 135 우드 괴즈 비에유,Oud Beersel,우드비어셀,Gueuze,괴즈
-,6도,벨기에,"완전히 익지 않은 생호두를 람빅에 넣어 숙성시켜 만드는 독특한 괴즈로 익지 않은 호두에서 오는 쓴맛과 신맛의 밸런스가 훌륭한 사우어 맥주이다.  
병 750㎖  -  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500259.jpg?822727,윈비어,Green Walnut,그린 월넛,Oud Beersel,우드비어셀,Lambic,람빅
-,6도,영국,"모로칸 퀴진 '레몬 절임(Preserved Lemon)'에 영감을 받아 만든 고제이다. 소금에 절인 레몬을 듬뿍 사용하여 만든 맥주로 레몬 크림과 레몬 머렝 파이를 연상시키는 맛이 난다.  
병 330㎖  9,300원  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500261.jpg?858088,윈비어,Sleeping Lemons Export,슬리핑 레몬 엑스포트,Wild Beer Company,와일드비어 컴퍼니,Gose,고제
-,4.7도,영국,"프랑스 3대 초콜릿 발로나 카카오닙과 전세계 유일하게 바다 소금이 들어간 달콤짭짤한 밀크스타우트이다. 극강의 부드러움과 우아한 달콤함을 보여주는 맛을 가지고 있다.  
병 330㎖  10,000원  윈비어
",https://www.wine21.com/img/WINE_MST/TITLE/0500000/W0500262.jpg?885773,윈비어,Millionaire,밀리어네어,Wild Beer Company,와일드비어 컴퍼니,Milk Stout,밀크 스타우트
